steamid,wave
76561199511605796, 100.38
76561199059462839, 100.38
76561198346939272, 100.38
76561199087558881, 100.32
76561198028999362, 100.31
76561198173250374, 100.28
76561199800949052, 100.24
76561199043543466, 100.24
76561198271722160, 100.22
76561199626064237, 100.21
76561199700180857, 100.19
76561198025326136, 100.18
76561198021652160, 100.18
76561198399855729, 100.08
76561198002436593, 100.05
76561198078865625, 100.00
76561199156947431, 100.00
76561199776406966, 100.00
76561199659776155, 100.00
76561199526769059, 100.00
76561199526461852, 100.00
76561199087930238, 100.00
76561198036221738, 100.00
76561199062252657, 99.94
76561199653154050, 99.91
76561198368994143, 99.63
76561198127382452, 99.62
76561198067098610, 99.42
76561199213308246, 99.33
76561198205041041, 99.11
76561198998548393, 99.00
76561198283895225, 98.91
76561198316952684, 98.88
76561199442397997, 98.85
76561199245439810, 98.75
76561199012228333, 98.75
76561198024005161, 98.75
76561198063299311, 98.73
76561199468045641, 98.67
76561199576702025, 98.62
76561198869471327, 98.58
76561199108245863, 98.57
76561198056983775, 98.55
76561199059143091, 98.46
76561199044275900, 97.96
76561199029305524, 97.94
76561199030634363, 97.85
76561198854287500, 97.77
76561199618418514, 97.76
76561199364353454, 97.74
76561199438644940, 97.67
76561199598809317, 97.61
76561199466212249, 97.61
76561199523226824, 97.49
76561198766077512, 97.23
76561198105341367, 97.23
76561198289119580, 97.14
76561199569970643, 97.00
76561199094121339, 96.96
76561199230611889, 96.93
76561199115233286, 96.92
76561199040587844, 96.88
76561199093572147, 96.87
76561199010711722, 96.74
76561199030970313, 96.73
76561198875184026, 96.60
76561199195368241, 96.60
76561199067808109, 96.59
76561199641308631, 96.46
76561198075353450, 96.35
76561199188954655, 96.25
76561199061709968, 96.25
76561198021187319, 96.14
76561199468727053, 96.00
76561198262597992, 95.91
76561199489776571, 95.83
76561198177055038, 95.82
76561199248514308, 95.80
76561199395111044, 95.71
76561199183568505, 95.67
76561199222368133, 95.67
76561199191424140, 95.63
76561198357754156, 95.50
76561198136306856, 95.35
76561198102201435, 95.24
76561198039767601, 95.23
76561198870966481, 95.22
76561198379334951, 95.21
76561199865830930, 95.18
76561199099015467, 95.14
76561199157178975, 95.03
76561199079769290, 94.87
76561198807181411, 94.85
76561199263093637, 94.83
76561199550132929, 94.80
76561199261218895, 94.59
76561198388859025, 94.58
76561199058195797, 94.43
76561199118676068, 94.39
76561199782240790, 94.34
76561198799648450, 94.29
76561199096484215, 94.26
76561198334960673, 94.25
76561199135467108, 94.11
76561199122996045, 93.97
76561199555031353, 93.96
76561199559700679, 93.90
76561199102695860, 93.86
76561199415793681, 93.85
76561198870540173, 93.76
76561199228613504, 93.74
76561198142477695, 93.70
76561198355393776, 93.65
76561199019179891, 93.64
76561199032793692, 93.56
76561198978297865, 93.53
76561198838577531, 93.53
76561199454443108, 93.47
76561198862015009, 93.45
76561199230054317, 93.35
76561199068987048, 93.16
76561198424652369, 93.13
76561198864840100, 93.05
76561199656189650, 93.03
76561198978914311, 92.92
76561198070674442, 92.85
76561199706294320, 92.74
76561199126683344, 92.72
76561199590071096, 92.72
76561199404778547, 92.72
76561199509991720, 92.42
76561198041281879, 92.36
76561199266056425, 92.30
76561198231450888, 92.17
76561199375466097, 92.14
76561199204257573, 92.00
76561199230527123, 91.85
76561199137884588, 91.81
76561199092733251, 91.80
76561199801946477, 91.77
76561198157511096, 91.75
76561198858625278, 91.74
76561198988346721, 91.66
76561198963130020, 91.64
76561199212822839, 91.62
76561199744416314, 91.61
76561198137522734, 91.56
76561198219678115, 91.55
76561199241990470, 91.52
76561198849097359, 91.50
76561199470519027, 91.48
76561199490129225, 91.46
76561198925273628, 91.42
76561199227346677, 91.41
76561197979108325, 91.24
76561198800803239, 91.21
76561199403076851, 91.19
76561197996161443, 91.18
76561199433617095, 91.04
76561199014129037, 91.00
76561199567675984, 90.90
76561198115439710, 90.79
76561199044345258, 90.74
76561198851928357, 90.72
76561199138543125, 90.68
76561198306956707, 90.62
76561198109064254, 90.61
76561198908696153, 90.58
76561198036759417, 90.57
76561199219805964, 90.53
76561198965421712, 90.45
76561199613022004, 90.44
76561199531955677, 90.43
76561199260031505, 90.38
76561199522615581, 90.31
76561198153564234, 90.17
76561199034743023, 90.09
76561198929910348, 90.08
76561199245722352, 90.05
76561198076036364, 90.00
76561199850504832, 89.92
76561199138332128, 89.82
76561198832378285, 89.73
76561198389507784, 89.67
76561197993184639, 89.65
76561199033443913, 89.57
76561198418462135, 89.53
76561198120778256, 89.50
76561199839073712, 89.40
76561198845766048, 89.33
76561198083218151, 89.33
76561199190189518, 89.26
76561199574345831, 89.18
76561199192869897, 89.12
76561199163987172, 89.12
76561199135602715, 89.08
76561199817108736, 89.01
76561198450533363, 89.00
76561198374499351, 88.97
76561198854930308, 88.95
76561199580182603, 88.92
76561199801200548, 88.92
76561198010241985, 88.92
76561198194849417, 88.91
76561198295137318, 88.85
76561199366035692, 88.85
76561199227873095, 88.84
76561198858372093, 88.78
76561199507174841, 88.78
76561198133425397, 88.76
