steamid,wave
76561199010393098, 66.27
76561198167260568, 66.27
76561198389842414, 66.26
76561199485969869, 66.25
76561198324129237, 66.25
76561198863198119, 66.23
76561198252600202, 66.23
76561199134149296, 66.22
76561198272955328, 66.22
76561198846745011, 66.21
76561198019452871, 66.19
76561199230492583, 66.16
76561198170616286, 66.15
76561198868424185, 66.10
76561198977746940, 66.07
76561199103734153, 66.04
76561199587622819, 66.00
76561199143168266, 66.00
76561199139925529, 66.00
76561199063153308, 66.00
76561199601462596, 65.97
76561198105026050, 65.95
76561199078011581, 65.94
76561199046177015, 65.90
76561199229897725, 65.90
76561198862803021, 65.89
76561199011802552, 65.84
76561198069236492, 65.83
76561198354907664, 65.81
76561198169594771, 65.80
76561198037531879, 65.79
76561198141870374, 65.77
76561199046895805, 65.75
76561199078961293, 65.69
76561199525618754, 65.67
76561199400678603, 65.67
76561198903224515, 65.67
76561198832973770, 65.67
76561198812055226, 65.67
76561198039435379, 65.67
76561199076041020, 65.66
76561198401323628, 65.65
76561198129158810, 65.60
76561198905306451, 65.59
76561198322878392, 65.59
76561198085664986, 65.58
76561198187283419, 65.57
76561198841944431, 65.57
76561198309529103, 65.56
76561198995073641, 65.54
76561198292456744, 65.54
76561198797537759, 65.52
76561199244243830, 65.52
